grpcnt,rptcnt,type,A,B,name,Eng_lab,French_lab,Swahililab,label::English,label::Français,label::Swahili,calculation,appearance,hint::English,hint::Français,hint::Swahili,relevant,default,constraint,constraint_message::English,constraint_message::Français,constraint_message::Swahili,required,repeat_count
1,1,note,1,,asset_note,${this_asset_label},${this_asset_label},${this_asset_label}, ${this_asset_label}, ${this_asset_label},${this_asset_label},,,,,,,,,,,,,
1,1,integer,1,,asset_qty,How many ${this_asset_label} do you own?,Combien de ${this_asset_label} possède le ménage?,Combien de ${this_asset_label} possède le ménage?, How many ${this_asset_label} do you own?, Combien de ${this_asset_label} possède le ménage?,Combien de ${this_asset_label} possède le ménage?,,,,,,,,.>0 and .<100,,,,yes,
1,0,end repeat,,,,,,,,,,,,,,,,,,,,,,
1,0,select_multiple consume_list,2,,consume,Which of the following items did you consume in the past 14 days?,Lesquels des produits suivants avez-vous et votre ménage consommé les 14 jours passée?,Lesquels des produits suivants avez-vous et votre ménage consommé les 14 jours passée?, Which of the following items did you consume in the past 14 days?, Lesquels des produits suivants avez-vous et votre ménage consommé les 14 jours passée?,Lesquels des produits suivants avez-vous et votre ménage consommé les 14 jours passée?,,,Read the options out loud,Lire les options en haut voix,Lire les options en haut voix,,,"not(selected(.,'0') and count-selected(.)>1) and not(selected(.,'97') and count-selected(.)>1) and not(selected(.,'98') and count-selected(.)>1)",,,,yes,
1,0,text,,,consother,"Autre, specifiez","Autre, specifiez","Autre, specifiez","Autre, specifiez","Autre, specifiez","Autre, specifiez",,,,,,"selected(${consume},'31')",,,,,,yes,
1,0,text,,,condother,Autre condiment,Autre condiment,Autre condiment,Autre condiment,Autre condiment,Autre condiment,,,,,,"selected(${consume},'21')",,,,,,yes,
1,0,text,5,,vegother,Autre legume/fruit,Autre legume/fruit,Autre legume/fruit,Autre legume/fruit,Autre legume/fruit,Autre legume/fruit,,,,,,"selected(${consume},'13')",,,,,,yes,
1,0,text,5,,animother,Autre produit animal,Autre produit animal,Autre produit animal,Autre produit animal,Autre produit animal,Autre produit animal,,,,,,"selected(${consother},'18')",,,,,,yes,
1,1,begin repeat,,,rpt_consume,Consumption,Consommation,Consommation,Consumption,Consommation,Consommation,,,,,,"not(selected(${consume},'0')) and not(selected(${consume},'97'))  and not(selected(${consume},'98'))",,,,,,,count-selected(${consume})
1,1,calculate,,,this_consume,,,,,,,"selected-at(${consume},if(position(..)-1<0,0, position(..)-1))",,,,,,,,,,,,
1,1,calculate,,,this_consume_label,,,,,,,"jr:choice-name(${this_consume}, '${consume}')",,,,,,,,,,,,
1,1,note,1,,consume_note,${this_consume_label},${this_consume_label},${this_consume_label}, ${this_consume_label}, ${this_consume_label},${this_consume_label},,,,,,,,,,,,,
1,1,select_one yes_no,1,.1,consumebuy_yn,"When you consumed ${this_consume_label} the past 14 days, did you ever buy it?","Quand vous avez consommé ${this_consume_label} lors des 14 jours passées, avez-vous acheté ceci ?","Quand vous avez consommé ${this_consume_label} lors des 14 jours passées, avez-vous acheté ceci ?","1 When you consumed ${this_consume_label} the past 14 days, did you ever buy it?",".1 Quand vous avez consommé ${this_consume_label} lors des 14 jours passées, avez-vous acheté ceci ?",".1 Quand vous avez consommé ${this_consume_label} lors des 14 jours passées, avez-vous acheté ceci ?",,,,,,,,,,,,yes,
1,1,integer,2,.2,consumebuy_am,How much have you spent?,Combien avez-vous dépensé pour ceci ?,Combien avez-vous dépensé pour ceci ?,2 How much have you spent?,.2 Combien avez-vous dépensé pour ceci ?,.2 Combien avez-vous dépensé pour ceci ?,,,Units on next screen,Unités ($ ou FC) dans l'écran suivant,Unités ($ ou FC) dans l'écran suivant,${consumebuy_yn} ='1',,.>0,,,,yes,
1,1,select_one currency_list,,,consumebuy_am_curr,Units,Unités,Unités,Units,Unités,Unités,,,,,,${consumebuy_am}!=98 and ${consumebuy_yn} ='1',,not(.='2' and ${consumebuy_am}<100),,,,yes,
1,1,select_one yes_no,3,.3,consumestock_yn,Did you use own production or stock?,Avez-vous utilisé votre propre production ou votre stock pour la consommation de ceci ? ,Avez-vous utilisé votre propre production ou votre stock pour la consommation de ceci ? ,3 Did you use own production or stock?,.3 Avez-vous utilisé votre propre production ou votre stock pour la consommation de ceci ? ,.3 Avez-vous utilisé votre propre production ou votre stock pour la consommation de ceci ? ,,,,,,,,,,,,yes,
1,1,decimal,4,.4,consumestock_qt,How muh did you use from own stock?,Combien avez-vous utilisé de votre production/stock?,Combien avez-vous utilisé de votre production/stock?,4 How muh did you use from own stock?,.4 Combien avez-vous utilisé de votre production/stock?,.4 Combien avez-vous utilisé de votre production/stock?,,,Units next page,Unités dans le page suivant,Unités dans le page suivant,${consumestock_yn}='1',,.>0,,,,yes,
1,1,select_one units_volume,5,.5,consumestock_un,Units,Unités,Unités,5 Units,.5 Unités,.5 Unités,,,,,,${consumestock_yn}='1',,,,,,yes,
1,1,select_one yes_no,6,.6,consumefree_yn,Have you received any for free?,Avez-vous reçu une certaine quantité gratuitement? ,Avez-vous reçu une certaine quantité gratuitement? ,6 Have you received any for free?,.6 Avez-vous reçu une certaine quantité gratuitement? ,.6 Avez-vous reçu une certaine quantité gratuitement? ,,,,,,,,not(${consumebuy_yn}='0' and ${consumestock_yn}='0' and . ='0'),"All questions are ""no"" for this product","Tous les questions ""non"" pour ce produit","Tous les questions ""non"" pour ce produit",yes,
1,1,decimal,7,.7,consumefree_qt,How much did you receive for free?,Combien avez-vous reçu gratuitment?,Combien avez-vous reçu gratuitment?,7 How much did you receive for free?,.7 Combien avez-vous reçu gratuitment?,.7 Combien avez-vous reçu gratuitment?,,,Units next page,Unités dans le page suivant,Unités dans le page suivant,${consumefree_yn}='1',,.>0,,,,yes,
1,1,select_one units_volume,8,.8,consumefree_un,Units,Unités,Unités,8 Units,.8 Unités,.8 Unités,,,,,,${consumefree_yn}='1',,,,,,yes,
1,0,end repeat,,,,,,,,,,,,,,,,,,,,,,
2,0,begin group,E,,e_,Agriculture,Agriculture,Agriculture, Agriculture, Agriculture,Agriculture,,,,,,,,,,,,,
2,0,note,,,agr_intro,Now I will ask some questions about the agricultural production of your household,"Maintenant, je vais poser quelques questions sur la production agricole dans votre ménage.","Maintenant, je vais poser quelques questions sur la production agricole dans votre ménage.",Now I will ask some questions about the agricultural production of your household,"Maintenant, je vais poser quelques questions sur la production agricole dans votre ménage.","Maintenant, je vais poser quelques questions sur la production agricole dans votre ménage.",,,,,,,,,,,,,
2,0,integer,,,startfarm,At what age did you start your own farming activities? ,A quel age avez-vous commencé à cultiver dans votre vie? ,A quel age avez-vous commencé à cultiver dans votre vie? ,A quel age avez-vous commencé à cultiver dans votre vie? ,A quel age avez-vous commencé à cultiver dans votre vie? ,A quel age avez-vous commencé à cultiver dans votre vie? ,,,,,,,,.>5 and .<100,,,,,
2,0,select_one yes_no,,,known2africaA,Have you heard of N2Africa in 2014A? ,"Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison A2014?","Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison A2014?","Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison A2014?","Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison A2014?","Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison A2014?",,,,,,,,,,,,yes,
2,0,select_one yes_no,,,participaten2africaA,Did you decide to participate in the project? ,Avez-vous décidé de participer dans le plan/projet? ,Avez-vous décidé de participer dans le plan/projet? ,Avez-vous décidé de participer dans le plan/projet? ,Avez-vous décidé de participer dans le plan/projet? ,Avez-vous décidé de participer dans le plan/projet? ,,,,,, ${known2africaA}='1' ,,,,,,,
2,0,text,,,whynotA,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,,,,,, ${participaten2africaA}='0' ,,,,,,,
2,0,select_one yes_no,,,known2africaB,Have you heard of N2Africa in 2014B? ,"Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison B2014?","Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison B2014?","Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison B2014?","Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison B2014?","Avez-vous appris sur le plan (projet) établi par un ONG (IPLIC, CDC, Diobass, PAD, SARCAF, ou WfW) en conjonction avec N2Africa, qui vous permet d'acheter des intrants à un prix subventionné dans le saison B2014?",,,,,,,,,,,,yes,
2,0,select_one yes_no,,,participaten2africaB,Did you decide to participate in the project? ,Avez-vous décidé de participer dans le plan/projet? ,Avez-vous décidé de participer dans le plan/projet? ,Avez-vous décidé de participer dans le plan/projet? ,Avez-vous décidé de participer dans le plan/projet? ,Avez-vous décidé de participer dans le plan/projet? ,,,,,, ${known2africaB}='1' ,,,,,,,
2,0,text,,,whynotB,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,Porquoi vous-avez decidé de non participer? ,,,,,, ${participaten2africaB}='0' ,,,,,,,
2,0,note,,,instr_plots,"Please, put these markers on the ground to make a map of all the land your household owns, or has access to for farming","Maintenant, je vais poser quelques questions sur vos champs. Mettez ces boules par terre: un boule pour chaque champs que votre ménage possède. Si vous voulez, vous pouvez faire une carte.","Maintenant, je vais poser quelques questions sur vos champs. Mettez ces boules par terre: un boule pour chaque champs que votre ménage possède. Si vous voulez, vous pouvez faire une carte.","Please, put these markers on the ground to make a map of all the land your household owns, or has access to for farming","Maintenant, je vais poser quelques questions sur vos champs. Mettez ces boules par terre: un boule pour chaque champs que votre ménage possède. Si vous voulez, vous pouvez faire une carte.","instr_plotsMaintenant, je vais poser quelques questions sur vos champs. Mettez ces boules par terre: un boule pour chaque champs que votre ménage possède. Si vous voulez, vous pouvez faire une carte.",,,,Il faut noter le nombre total des champs.,Il faut noter le nombre total des champs.,,,.<=5,,Il faut rester avec les 5 champs les plus importants,Il faut rester avec les 5 champs les plus importants,,
2,0,integer,1.1,E.1.1,numberplots,How many plots do you have?,Combien des champs avez-vous?,Una shamba ngapi?,E.1.1 How many plots do you have?,E.1.1 Combien des champs avez-vous?,E.1.1 Una shamba ngapi?,,,,"Contez les boules: le nombre total, donc ça peut etre plus grand que 3!","Contez les boules: le nombre total, donc ça peut etre plus grand que 3!",,,.<10,,,,yes,
2,0,calculate,,,champsrepeat,,,,,,,"if(${numberplots}>3,3,${numberplots})",,,,,,,,,,,,
2,0,note,,,instr_plot_1,For every marker I will ask questions,"Pour chaque boule je vais poser des questions. Tous les questions sont sur la saison actuel.  Je commence avec le champ principal, c'est à dire le champ le plus important pour votre ménage. Après on prende le prochaine boule, pour répeter les questions pour un autre champ.","Pour chaque boule je vais poser des questions. Tous les questions sont sur la saison actuel.  Je commence avec le champ principal, c'est à dire le champ le plus important pour votre ménage. Après on prende le prochaine boule, pour répeter les questions pour un autre champ.",For every marker I will ask questions,"Pour chaque boule je vais poser des questions. Tous les questions sont sur la saison actuel.  Je commence avec le champ principal, c'est à dire le champ le plus important pour votre ménage. Après on prende le prochaine boule, pour répeter les questions pour un autre champ.","Pour chaque boule je vais poser des questions. Tous les questions sont sur la saison actuel.  Je commence avec le champ principal, c'est à dire le champ le plus important pour votre ménage. Après on prende le prochaine boule, pour répeter les questions pour un autre champ.",,,,,,${numberplots}>0 and ${numberplots}<=3,,,,,,,
2,0,note,,,instr_plot_many,I will ask questions about the three biggest plots,"Pour chaque boule je vais poser des questions, mais je vais demander des questions plus detaillés sur les trois champs principaux; c'est à dire, les champs le plus grands. D'abord, questions sur les récoltes qui vous cultivez dans le champ. Tous les questions sont sur la saison actuel. Apres j'ai des questions sur l'access au champ, qui y travaillent et quels intrants vous utilisez sur le champ. Après on prende le prochaine boule, pour répeter les questions pour un autre champ.","Je vais demander des questions sur les trois champs principaux; c'est à dire, les champs le plus grands. D'abord, questions sur les récoltes qui vous cultivez dans le champ. Tous les questions sont sur la saison actuel. Apres j'ai des questions sur l'access au champ, qui y travaillent et quels intrants vous utilisez sur le champ. Après on prende le prochaine boule, pour répeter les questions pour un autre champ.",I will ask questions about the three biggest plots,"Pour chaque boule je vais poser des questions, mais je vais demander des questions plus detaillés sur les trois champs principaux; c'est à dire, les champs le plus grands. D'abord, questions sur les récoltes qui vous cultivez dans le champ. Tous les questions sont sur la saison actuel. Apres j'ai des questions sur l'access au champ, qui y travaillent et quels intrants vous utilisez sur le champ. Après on prende le prochaine boule, pour répeter les questions pour un autre champ.","Je vais demander des questions sur les trois champs principaux; c'est à dire, les champs le plus grands. D'abord, questions sur les récoltes qui vous cultivez dans le champ. Tous les questions sont sur la saison actuel. Apres j'ai des questions sur l'access au champ, qui y travaillent et quels intrants vous utilisez sur le champ. Après on prende le prochaine boule, pour répeter les questions pour un autre champ.",,,,,,${numberplots}>3,,,,,,,
2,1,begin repeat,,,plots,Plots,Champs,Champs,Champs,Champs,Champs,,,,,,,,,,,,,${champsrepeat}
2,1,note,,,instr_plots_2,"Pick up a marker, and answer all questions for the field the marker belongs to.","Prenez un boule, et repondez toutes les questions sur ce champ.","Prenez un boule, et repondez toutes les questions sur ce champ.","Prenez un boule, et repondez toutes les questions sur ce champ.","Prenez un boule, et repondez toutes les questions sur ce champ.","Kufatana na ramani (carte), tafazali unaitajika kujibu maswali yote kuhusu uwanja huu.",,,,,,,,,,,,,
3,1,begin group,1,,crop,,Recoltes,Recoltes,Recoltes,Recoltes,Récoltes,,,,,,,,,,,,,
3,1,select_one crop_list,1,,crop_1,Please select the firstmost important crop on this field,Quelle est la recolte la plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la plus importante dans ce champ pour le saison actuel?,Mmea gani ambao ni wa muhimu (principale) ndani ya shamba kwa kipindi hiki cha kilimo?,,,Rappelez vous: les questions sont pour le dernier saison ,Rappelez vous: les questions sont pour le dernier saison ,,,,,,,,yes,
3,1,text,2,,crop_other_1,specify other,Specifiez,Specifiez,Specifiez,Specifiez,Pana mwangaza (Fafanuwa),,,,,,${crop_1}='26',,,,,,no,
4,1,begin group,1,,r1,1,1,1,1,1,1,,,,,,${crop_1}!=99 and ${crop_1} != '97',,,,,,,
4,1,integer,3,,sow_1,How much did you sow,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Ulipanda kiasi ngapi ya mbegu?,,,Notez la quantité. Untiés dans le page prochain,Notez la quantité. Untiés dans le page prochain,,,,,,,,yes,
4,1,select_one units_volume,4,,sowunit_1,Please indicate the unit.,Unité,Unité,Unité,Unité,Kipimo,,,,,,,,,,,,yes,
4,1,select_one seedsupply_list,5,,seedsupply_1,How did you get the seeds,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Ulipata mbengu namna gani?,,,,,,,,,,,,yes,
4,1,text,6,,seedsupplyngo_1,What is the name of the NGO?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Jina la ONG ni gani?,,,,,,${seedsupply_1}='6',,,,,,yes,
4,1,text,7,,seedsupplyneigh_1,What is the name of the person?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Jina la mtu ni nani?,,,,,,${seedsupply_1}='3' or ${seedsupply_1}='4' or ${seedsupply_1}='5',,,,,,yes,
4,1,select_one harvestyn_list,8,,harvestyn_1,Have you finished harvesting this crop?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Umekwisha maliza kuvuna mbegu hiyi? ,,,,,,,,,,,,yes,
4,1,integer,9,,harvest_1,How much did you harvest?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Ulipata mavuno kiasi gani?,,,"Si on avait pas encore recolté, il faut estimer la prouction.
Notez la quantité. Untiés dans le page prochain.","Si on avait pas encore recolté, il faut estimer la prouction.
Notez la quantité. Untiés dans le page prochain.",,,,,,,,yes,
4,1,select_one units_volume,10,,harvestunit_1,Please indicate the unit.,Unité,Unité,Unité,Unité,kipimo,,,,,,,,,,,,yes,
4,1,integer,11,,cropsell_1,How much did you sell?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Uliuzisha mavuno kiasi gani?,,"If no sale, enter 0. ","Si pas de vente, notez 0. 
","Si pas de vente, notez 0. 
",,,,,,,,yes,
4,1,select_one units_volume,12,,cropsellunit_1,Please indicate the unit.,Unité,Unité,Unité,Unité,Kipimo,,,Notez l'unité de mesure.,Notez l'unité de mesure.,,${cropsell_1}>0,,,,,,yes,
4,1,integer,13,,sellprice_1,What is the price?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Uliuzisha mavuno kwa bei gani?,,Enter the unit and currency below,"Notez le quantité.
Par exemple, si le prix est 10 dollar par kilo, notez 10 ici et les unités de monnaie ($) et mesure (KG) dans les page prochaines","Notez le quantité.
Par exemple, si le prix est 10 dollar par kilo, notez 10 ici et les unités de monnaie ($) et mesure (KG) dans les page prochaines",,${cropsell_1}>0,,,,,,yes,
4,1,select_one currency_list,14,,sellpricecurr_1,What currency?,Monnaie,Monnaie,Monnaie,Monnaie,Pesa gani,,,"Notez l'unité de monnaie
Par exemple, si le prix est 10 dollar par kilo, notez dollar ici et les unités de mesure (kg) dans le page prochaine","Notez l'unité de monnaie
Par exemple, si le prix est 10 dollar par kilo, notez dollar ici et les unités de mesure (kg) dans le page prochaine",,${cropsell_1}>0,,,,,,yes,
4,1,select_one units_volume,15,,sellpriceunit_1,What unit?,Unité,Unité,Unité,Unité,Uliuzisha kwa kipimo gani?,,,"Notez le mesure d'unités utilisé par l'enqueté
Par exemple, si le prix est 10 dollar par kilo, notez KG ici.","Notez le mesure d'unités utilisé par l'enqueté
Par exemple, si le prix est 10 dollar par kilo, notez KG ici.",,${cropsell_1}>0,,,,,,yes,
4,1,select_one markettiming_list,16,,saletime_1,When did you sell?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Uliuzisha hii mavuno wakati gani?,,,,,,${cropsell_1}>0,,,,,,yes,
4,1,select_one marketing_list,17,,cropmarket_1,Where did you sell?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Uliuzisha hii mavuno wapi?,,,,,,${cropsell_1}>0,,,,,,yes,
4,1,text,18,,cropmarketother_1,Specify other,Specifiez,Specifiez,Specifiez,Specifiez,Pana mwangaza (Fafanuwa),,,,,,${cropsell_1}>0 and ${cropmarket_1} = '5',,,,,,yes,
3,1,end group,,,,,,,,,,,,,,,,,,,,,,
3,1,select_one crop_list,1,,crop_2,Please select the secondmost important crop on this field,Quelle est la recolte la deuxième plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la deuxième plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la deuxième plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la deuxième plus importante dans ce champ pour le saison actuel?,Mmea gani ambao ni wa pili kwa umuhimu ndani ya shamba kwa kipindi hiki cha kilimo?,,,"Rappelez vous: les questions sont pour le dernier saison.
On demande les questions sur les quantités etc. seulement pous les legumineux. Pour les autres cultures ils seront sauté.","Rappelez vous: les questions sont pour le dernier saison.
On demande les questions sur les quantités etc. seulement pous les legumineux. Pour les autres cultures ils seront sauté.",,${crop_1}!='99' and ${crop_1}!='97',,,,,,yes,
3,1,text,2,,crop_other_2,specify other,Specifiez,Specifiez,Specifiez,Specifiez,Pana mwangaza (Fafanuwa),,,,,,${crop_2}='96',,,,,,yes,
4,1,begin group,2,,r2,2,2,0,2,0,,,,,,,${crop_1}!='99' and ${crop_1}!='97' and ${crop_2}!='99' and (${crop_2}='7' or ${crop_2}='8' or ${crop_2}='9' or ${crop_2}='10'),,,,,,,
4,1,integer,3,,sow_2,How much did you sow,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Combien est-ce que vous avez planté/semé?,Ulipanda mimea (mbegu) ngapi?,,,Notez la quantité. Untiés dans le page prochain,Notez la quantité. Untiés dans le page prochain,,,,,,,,yes,
4,1,select_one units_volume,4,,sowunit_2,Please indicate the unit.,Unité,Unité,Unité,Unité,Kipimo,,,,,,,,,,,,yes,
4,1,select_one seedsupply_list,5,,seedsupply_2,How did you get the seeds,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Comment est-ce que vous avez obtenu les semences?,Ulipata mbengu namna gani?,,,,,,,,,,,,yes,
4,1,text,6,,seedsupplyngo_2,What is the name of the NGO?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Quel est le nom d'ONG?,Jina la ONG ni gani?,,,,,,${seedsupply_2}='6',,,,,,yes,
4,1,text,7,,seedsupplyneigh_2,What is the name of the person?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Quel est le nom de personne?,Jina la mtu ni nani?,,,,,,${seedsupply_2}='3' or ${seedsupply_2}='4' or ${seedsupply_2}='5',,,,,,yes,
4,1,select_one harvestyn_list,8,,harvestyn_2,Have you finished harvesting this crop?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Est que vous avez déja fini la récolte de cette culture?,Umekwisha maliza kuvuna mbegu hiyi? ,,,,,,,,,,,,yes,
4,1,integer,9,,harvest_2,How much did you harvest?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Combien est-ce que vous avez récolté?,Ulipata mavuno kiasi gani?,,,"Si on avait pas encore recolté, il faut estimer la prouction.
Notez la quantité. Untiés dans le page prochain.","Si on avait pas encore recolté, il faut estimer la prouction.
Notez la quantité. Untiés dans le page prochain.",,,,,,,,yes,
4,1,select_one units_volume,10,,harvestunit_2,Please indicate the unit.,Unité,Unité,Unité,Unité,kipimo,,,,,,,,,,,,yes,
4,1,integer,11,,cropsell_2,How much did you sell?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Combien est-ce que vous avez vendu?,Uliuzisha mavuno kiasi gani?,,"If no sale, enter 0. ","Si pas de vente, notez 0. 
","Si pas de vente, notez 0. 
",,,,,,,,yes,
4,1,select_one units_volume,12,,cropsellunit_2,Please indicate the unit.,Unité,Unité,Unité,Unité,Kipimo,,,Notez l'unité de mesure.,Notez l'unité de mesure.,,${cropsell_2}>0,,,,,,yes,
4,1,integer,13,,sellprice_2,What is the price?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Pour quel prix avez-vous vendu la récolte?,Uliuzisha mavuno kwa bei gani?,,Enter the unit and currency below,"Notez le quantité.
Par exemple, si le prix est 10 dollar par kilo, notez 10 ici et les unités de monnaie ($) et mesure (KG) dans les page prochaines","Notez le quantité.
Par exemple, si le prix est 10 dollar par kilo, notez 10 ici et les unités de monnaie ($) et mesure (KG) dans les page prochaines",,${cropsell_2}>0,,,,,,yes,
4,1,select_one currency_list,14,,sellpricecurr_2,What currency?,Monnaie,Monnaie,Monnaie,Monnaie,Pesa gani,,,"Notez l'unité de monnaie
Par exemple, si le prix est 10 dollar par kilo, notez dollar ici et les unités de mesure (kg) dans le page prochaine","Notez l'unité de monnaie
Par exemple, si le prix est 10 dollar par kilo, notez dollar ici et les unités de mesure (kg) dans le page prochaine",,${cropsell_2}>0,,,,,,yes,
4,1,select_one units_volume,15,,sellpriceunit_2,What unit?,Unité,Unité,Unité,Unité,Uliuzisha kwa kipimo gani?,,,"Notez le mesure d'unités utilisé par l'enqueté
Par exemple, si le prix est 10 dollar par kilo, notez KG ici.","Notez le mesure d'unités utilisé par l'enqueté
Par exemple, si le prix est 10 dollar par kilo, notez KG ici.",,${cropsell_2}>0,,,,,,yes,
4,1,select_one markettiming_list,16,,saletime_2,When did you sell?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Quand est-ce que vous avez vendu la récolte?,Uliuzisha hii mavuno wakati gani?,,,,,,${cropsell_2}>0,,,,,,yes,
4,1,select_one marketing_list,17,,cropmarket_2,Where did you sell?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Ou est-ce que vous avez vendu la récolte?,Uliuzisha hii mavuno wapi?,,,,,,${cropsell_2}>0,,,,,,yes,
4,1,text,18,,cropmarketother_2,Specify other,Specifiez,Specifiez,Specifiez,Specifiez,Pana mwangaza (Fafanuwa),,,,,,${cropsell_2}>0 and ${cropmarket_2} = '5',,,,,,yes,
3,1,end group,,,,,,,,,,,,,,,,,,,,,,
3,1,select_one crop_list,1,,crop_3,Please select the thirdmost important crop on this field,Quelle est la recolte la troisième plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la troisième plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la troisième plus importante dans ce champ pour le saison actuel?,Quelle est la recolte la troisième plus importante dans ce champ pour le saison actuel?,Mmea gani ambao ni wa tatu kwa umuhimu ndani ya shamba kwa kipindi hiki cha kilimo?,,,"Rappelez vous: les questions sont pour le dernier saison.
On demande les questions sur les quantités etc. seulement pous les legumineux. Pour les autres cultures ils seront sauté.","Rappelez vous: les questions sont pour le dernier saison.
On demande les questions sur les quantités etc. seulement pous les legumineux. Pour les autres cultures ils seront sauté.",,${crop_1}!='99' and ${crop_2}!='99',,,,,,yes,
3,1,text,2,,crop_other_3,specify other,Specifiez,Specifiez,Specifiez,Specifiez,Pana mwangaza (Fafanuwa),,,,,,${crop_3}='96',,,,,,yes,
